"prol_id","choice","fr_why_first_over_second","fr_why_second_over_third","coder"
"5dc483cf74939e34e55c3619","lp","If people are qualified, then the lottery gives each an equal chance of receiving funding. The others depend on more than just qualification (those with most alert bankers or better information, for example).","I think the first-come system benefits the most connected, the most in-the-right-club, the most lawyered and bankered.","K"
"5b3e57b3c2e381000175e656","pf","It seems more a more fair way of being fair.","Because it is decided by chance and not need.","K"
"5fdadf9f89505358e91ee7a8","pl","first come doesn't work because they may not hear about it for a while and lottery could potentially give relief to a business not struggling as much","at least with the lottery, everyone has a chance over who can apply quicker","K"
"5c3393d9f53f7a000119160f","pf","I feel these 3 criteria deserve first consideration. An older business, including long-time family businesses, have shown they can succeed. Many new businesses go under in a fairly short time before covid, so they have no proven track record. Because of the systemic racism in America, minority-owned businesses have had a hard time & deserve preferential treatment. Some businesses are owned by wealthy people and have not been hit as hard as others, so financial hardship should be a consideration.","Applying early and going through all the necessary hoops shows a true need and so those desperate enough to do this should get first consideration.","K"
"56f9364e895094000c8f4967","pl","those hit hardest need more help","random selection instead of a queue","K"
"5dd1843cfd5b281f1e24d5c5","pf","I think a point system that takes into account needs is likelihood of continued success is the most efficient and fairest way to distribute funds. I would apply that to distribution for all government resources, but in the particular scenario, which amounts to essentially providing disaster relief, it seems the most appropriate. I do not, however, support the issue of women based businesses getting priority for this particular program - perhaps a different program would be better suited to assist minority businesses owners (gender, race etc.).","First-come first serve rewards those with the initiative.","K"
"580e8bdbf25c44000167943b","pf","It takes everything into consideration.","Those who take the effort initially are more deserving.","K"
"5dd352c51c219b35931aefd1","lp","The ideal situation would be to divide the money up evenly. Or maybe a very small business could get a little money and a larger business could get more money because it has more inventory or more employees. In my state the governor kept the federal money for himself or gave it to his friends. I own a small business and I haven't seen a dime. I applied for the $600 unemployment that Trump sent for independent workers but my governor kept the money.","Nowadays the playing field is more even as far as skin color. My governor is racist because he kept money that was meant to help Black and Brown businesses. Democrats try to keep racial tension alive to divide us and make us weak. The Democrat mainstream media loves to exaggerate problems.","K"
"59a1de0cec2f75000124eeaf","pl","I'm not sure this was very close. But a lottery might end up helping someone who doesn't need as much help.","First come first serve also might end up helping someone who doesn't need as much help.","K"
"5c3d4b92486a390001e87dfe","lp","The points system is difficult to measure fairly, and first served creates resentment and could seem that there was preference involved. The lottery is not ideal but at least seems somewhat equitable.","The people who applied were not told in advance that requesting early was important and may have delayed for legitimate reasons.","K"
"5e795b321feceb5164cd115d","pf","It takes more things into consideration","a business who is doing better than others may win","K"
"5b8f08cbb007ed0001aaa0bd","pl","A points system is the fairest. The help is targeted directly to businesses who need the most help.","I think randomly choosing is better than having businesses who need less help have the opportunity to overtake a business in need of more.","K"
"5dee5020787ce54ef29bddcf","fp","If you need it you will be motivated to apply for it.  Then due process will show if you are worthy of it.","I would enter a lottery even if I didn't need it.","K"
"5d23ac573e72cb0001a4dfc2","pl","It takes into consideration other factors that have been clearly shown to be exacerbating the current crisis for those businesses.","Lottery at least keeps it seeming more fair- hard to make first-come first-served, I don't trust the government to act honestly or fairly.","K"
"5dd3bfcd8b8df139ce007928","pl","A lottery is random and first-come just rewards whoever happens to be quickest. A points system helps those most in need which should be the primary criteria and a way that addresses systemic inequality by leveling the playing field. To expend resources on businesses that aren't as strapped is wasteful and unfair.","I don't think a lottery is fair because it's random and totally about luck. First-come first-served is least fair because it favors whoever may be in a fortuitous position to respond without taking into account need and delays relief for the most worthy of it.","K"
"5fd74a4ea3e722000bcdaa33","fp","Who Come first then he is the most active person among them. so he or the method should take the priority.","The lottery system is worse system than the points system.","K"
"5f3983e2c872e90ee1f72601","lp","I think it doesn't give any single business an advantage for any reason. I think everyone needs help so the lottery method gives everyone an equal chance of getting it.","First-come first-served would give an advantage to businesses that have access to resources and experience that gets them on the front of the line which is an advantage newer owners or those with less experience don't have.","K"
"5f91af9a70bb7505005a7e87","pf","Because businesses at the for front of COVID-19 are to be considered first for the benefits due to the fact that they were majorly being affected and needs government intervention quickly.","Ye because everyone cannot received the fund since it is only for 500 businesses. So, the first set of people to register should be considered first.","K"
"5e02285cac9e16dcddb845ef","fl","It just feels fairer that way.","I just think a lottery would allow for a more even spread of businesses being helped than a points system would.","K"
"5e9f55237c0db50bb0a02621","pl","I think that a points system could help to address potential inequalities or disparities in who gets funded. By prioritizing certain minority or female-owned businesses, we could better ensure that those who need help the most receive it.","I think first-come first-served may be likely to unfairly reward larger companies with more resources. They may be most likely to become aware of the aid initially or may have ""know-how"" that other smaller companies do not that make the application process quicker or easier to complete.","K"
"5c4a40123714ae0001863e8a","pl","Point system can be set up so smaller businesses have a better chance of the money and larger businesses, who may not be as desparate for cash, are not given an advantage.  Bigger does not mean better all the time.","It allows people with inside information about when to apply to get an unfair advantage.  Also, if 250 business who are not struggling but can get the information they need to apply faster, they will get the funding over a smaller business who do not have the same resources.","K"
"5fd94f726feb8e20eb117d61","pl","I think that it is most fair to support business that have been the most affected, which the points systems reflect. It makes more sense to give money to a business that is on the brink of shutting down vs. one that has been minorly inconvenienced by COVID.","First-come first-served is unfair to me because it is banking on inequities: someone who has the time and possible workforce support to apply, someone who has the most updated news to hear about this. I think it should be based more-so on merit","K"
"5f43da385f60b5071321700b","pf","The businesses that have been around longer have more of a personal and financial investment than a new start-up; they have proven they are viable.  They usually have more employees and some cost-related debt that has to be paid back.","A lottery is a lot like grace,  It has no basis for reason or worthiness. It's just handed out to whoever's ""number"" comes up.","K"
"5f482b182a325c1b68894c86","pl","Because it identifies which businesses need the money the most. Every business needs the money, but for some businesses it's a matter of survival versus a matter of continuing to thrive and make a profit.","Because just being the first one in the door doesn't mean you need the money the most. In fact, many of the people who apply first are probably those that know how loans and grants work or have done it before, so they might have more generational wealth or financial knowledge and therefore might need the money less.","K"
"5fbb062e91513797e214827d","pf","Because nothing is ""black and white""  — circumstance have to be considered","It reminds me of gambling.","K"
"5c9b1b5c441b4700179b17b2","lf","A lottery system is totally unbiased and everyone has an equal chance","A points system would rely on a person determining how the points are awarded and when there are people involved there are chances of bias.","K"
"5f6f864c7120345241397c40","pf","its the only one that takes into account actual loss","lottery could be anyone, could be companies that don't even need it winning out over and over again","K"
"5ecd817ec4b2410f177c985e","pl","I think that companies that are making an effort to be more diverse serve the good of the people better.","I think that first come first served doesn't allow for the same level playing field that a lottery would.","K"
"5dce29700ad506063969a4a5","lf","If the lottery is done fairly then that would be the best way for the government to handle the situation so nobody could complain.","I think that a lot of business could survive without help because of their drive thru service. I think that they should look over each individual and see if they qualify for the help.","K"
"591f9101acfd340001376293","pf","I believe the points system is the best system because it us based on facts about the business and not how fast or lucky you may be.","First come, first serve is based on the action taken by the business while to lottery is totally random.","K"
"5e128be453b56e910ed08c39","lp","I think lottery is the most fair way to distribute the help since many larger businesses will find a way to game the system.  I think this makes it equally fair for all.","Point based is more fair than first come first served since there is some criteria reviewed on who needs it more.","K"
"5fdf9e43c5f99b80dd623650","pf","I think it benefits those who need the most help based off of circumstances","That first come first serve is more appropriate and seems to be a more fair way of doing it","K"
"5f969b802a498b000aab2571","lp","Bias isn't making the decision. The money is being distributed to those who enter the lottery via random selection.  Taking the human choice out of the situation is more fair than allowing room for influence on those outcomes. I would require that all businesses entering the lottery meet certain criteria to demonstrate need, however, so that the money is guaranteed to go to those who need it the most.","I do think a points system is slightly more fair than 1st come 1st served with regard to monetary awards.  We saw earlier in the pandemic, the companies with more resources were able to more quickly access available assistance.  Many small businesses - some I know of personally - never even received a response about their loan or grant request.  Larger businesses have extended reach over small businesses.","K"
"5d2a068fd7d4940019e63136","pl","A points system would not be weighted in favor of businesses that were actually less affected by the pandemic.","Applying may be difficult. A lottery would not penalize businesses that were unable to apply fast.","K"
"5dcef1425e9119034948cd9e","lf","I think all applications received within the specified time frame should be given equal consideration (rather than ""first come, first served""), because this method encourages thoughtful completion of the application, rather than a possibly careless rush to get it in first.","The points system seemed arbitrary, favoring, for example women over men, regardless of their individual circumstances.","K"
"5d34de398f657e00150dd0d5","pf","The points system will help those most who need help the most.","It at least rewards the quick response, as opposed to just being random.","K"
"5c6c666a4d4f48000122caf8","lf","Nothing is taken into consideration, it is completely random","If you take the initiative to apply, you should be rewarded as opposed to someone who does not think it is important","K"
"5f959bff10d95b08508e54fe","pl","A point system would provide data to make a more informed decision. With this system the decision is made taking into account the background of applicants.","Lottery is more fair than first-come first-served, because privileged people have more access to resources and information to file their claim first, they might have access to lawyers and accountants to help them apply quickly and the would have advantage over the unprivileged people. A Lottery helps to solve this.","K"
"5e0696dea7fba607951ae479","fp","The first come first served has worked in many ways. It will be for the serious people that really want it first.","The government can have a point system to see how good the business is overall. The lottery is least because it is at random and people that win prolly is not serious about their business as the others that didnt win would be.","K"
"5f982f90842a2c0a5c17d0fb","pl","In this system the actual damaged and more likely successful women will be able to get the fund.","In a lottery system everybody can participate.","K"
"5fda4853a24ce343bba58456","fp","If its made available to all at the same time then the ones that take the initiative to quickly apply for or seek the help deserve to receive it.","It is too random and take nothing about the business in consideration.","K"
"5f032c6 139 63d0 4d6 9c9 327b","lf","With a lottery everyone has the same chance of getting help.","Because on a points system there is more chance for fraud and nepotism.","K"
"5fc56dbc2cd19d0b7c643d18","lf","It gives all businesses time to enter.","I think the points system is the least fair because there is too much reliance on a just system put in place by just people, too much room for motives to direct how the funds are distributed.","K"
"5fd63da4d997394f28dfdd2e","fl","I  think that lotteries are more fair than a first-come first-serve solution to ultra Keep the system 1) by merit or points then 2) by lottery.","I thing that,  The principle of first-come-first-served is simple, and it's fair.
","K"
"5d96b4f6d0e628001893a1af","fp","Then it's the businesses responsibly to seek the help they need","The lottery my actually be better for economy then the point system
","K"
"5fb96682a2e58b7e38a6f5d6","pf","Because it takes into account other aspects that determine if a company should get the funds.","Because it is determined purely by chance.","K"
"5ee3c01c7247c006e9a3f4fd","lf","I don't think it's the way they SHOULD do it, but giving each small business equal consideration and the same chance of getting assistance is the fairest solution in my opinion.","Let me be clear - I think it's how it SHOULD work, but I don't think it's fairest from an objective standpoint.  Objectively, everyone who requests assistance should be given the same chance of receiving it.  A points system does not give everyone an equal chance to get help.","K"
"5f231db4926f8a0a32db834a","fl","First come - first served is the most fair of the three, as it takes into account the application process.  A lottery is random, and a points system unfair targets populations based on race....etc","A looter is definitely more fair than a points system as the points system unfairly targets business based on unfair criteria like race","K"
"5c8198fcf29fd90001a2b9c9","pf","It would take into consideration the need of the businesses. It seems more fair.","The first-come, first served approach is better than a lottery because the businesses had to show some initiative to get the money.","K"
"5f32b3380e57d50134172c75","pl","It would allow for a more focused approach that is more likely to effectively stimulate the economy.","Companies with more existing resources are more likely to secure access to funds in a first come first serve system. The lottery would mitigate that issue.","K"
"5c6f21ecf957540001a5196b","pl","It takes account of facts.","Insider information on when funds will be available.","K"
"5f5128c3aa1c4e30e4506d2c","lf","I am not certain that there is a ""fair"" way to hand out public funds to a limited number of small businesses.  Most likely there are thousands so 500 is trivial.  But a lottery will take out the favoritism that even first-come, first-served would include.","Government points systems are the most biased approach.  They include the rater's biases and the current pc preferences.","K"
"5c1a7f152a85450001a876e0","pf","It has more criteria so that more business that were harder hit could qualify faster and easier.","People could use tactics to surpass people in a lottery","K"
"598cc899e339120001fb88c6","pf","To me the lottery is taking a chance, absolutely no guarantee. Whereas 1st come first served may push the real needed ones to the back","It's a gamble as the name implies.","K"
"5d093caa2b420b00018e444a","lf","There is no bias involved","It rewards based on gender","K"
"5dd40277e08a363e4e006384","pf","It should be based on who needs it the most.","Someone who may not need it as much may be able to apply faster because they have access to the means to apply.","K"
"5c7b25a44660bf0013c73198","pl","Some businesses may have suffered significantly more hardship than others.","A lottery of equally deserving candidates would eliminate only quick filers receiving aid.","K"
"5efddf1c7f11d20744fc1eb2","pf","There has to be some method to determining which businesses deserve help, and this seems to be the fairest although getting extra points for being a minority based service really doesn't seem fair.","A lottery leaves everything to chance.  Businesses that don't need as much help could end up getting money/services instead of businesses that really need the help.","K"
"5f4ba1d33300ce04de8d2da7","pl","First Come First Serve doesnt represent who needs help the most. Something could have happened during the first couple days that prevented everyone from applying.","Again, Something could have happened that kept people from applying right at the start.","K"
"577e79ecdcff7d0001c7a534","pf","A points-based system represents the most equitable method of funds allotment in this case, as this method assesses true merit and need over the other methods described, in particularly the lottery and first-come, first- served methods.  The FCFS method only rewards those who are first in line for the funds, for example.","The lottery method is simply based on probabilistic chance, and nothing else.","K"
"5fd86b60f35a0e1a86fd6cf4","fp","I think that it was good and also important.","Your money will almost always go further somewhere else. The odds are against you way, way against you. Lotteries are more likely to pull money from low-income people.","K"
"5dd5c564dba6345955012868","pl","Those most in need should get help first.","Access should be equal or by chance.
","K"
"5fd0ed3ee993330172b0b97a","pl","Decisions based on conditions help to weed out businesses that do not need as much support to survive. Lottery is a chance system and those busnessies that really need the help will probably be missed.","First come, first served opens the door to favoritism, possible violence in line (if a line is a method of first come first serve). Lottery at least puts everyone on a more equal footing than first come first serve.","K"
"5dea76e109c1071948aed0ff","lp","Many businesses are struggling financially due to the pandemic. It is better to randomly select who gets the help because it's impossible to decide who needs it most.","First come, first serve may be less fair because some businesses might have better connections and resources to get the funding in the first place.","K"
"5dcf06a280123f05cfe7c71","pf","Demonstrates what the government is aiding.","Again, does little to rationally determine who needs what to aid what, when ,where, why and how.","K"
"5f8f1ae4dd6cd111d6f9507e","fp","it shows some kind of accountability","lotteries are merely luck","K"
"5fc27b5a13285c0008cc71ab","lp","I believe that a lottery takes all bias out of the equation.","I think a points system could benefit small businesses with nonwhite owners by giving them a bit more of an advantage.","K"
"5e46270e30816f1096bdc558","pf","Points-based system is more fair than the other options because the government will have a thorough assessment for all the businesses wanting to apply for relief packages or grants. I think the other options are prone to abuse because some businesses that are not that affected might take advantage of it. It is a relief knowing that the ones that are affected the most would get the help they badly needed.","The first-come, first served is more fair than lottery in this situation because I would assume that the businesses who who came first would be the ones who needed the most financial assistance. Lottery, on the other hand, is the least likely to allocate the funds where they are most needed.","K"
"56f2a06ced0cf6000b9109fd","pl","It is the best targeted option.","It is more random and not as fair for those that need it.","K"
"5fbe98e0e2bc9703bfd640d7","pl","one of the hardest things to do is ask for help. people who are deserving may not be asking for help because they feel they don't deserve it. life anecdote: I grew up where a poor family living in apartments are not on food stamps, but the ""rich"" family in the massive house are on food stamps.","a random selection of people asking for help is more fair than a selection of people who got something done fastest. not everyone has access to computers and may be working or dealing with children when the time to get it in is.","K"
"5e387b36caa8e1000da3f0f8","fp","I believe the businesses that are on the ball and apply first, should get funded first.","I think a lottery is okay but it seemed like the requirements for the points system might help the most needy businesses most.","K"
"5c237be889f035000173c96c","pl","The lottery and first come, first served are too random. At least the point system has some semblance of rating need. Not perfect, but the better system.","Perhaps a bit more fair, less chance than local favoritism coming into play.","K"
"5c7c73b6f48c6d0001f6f49c","pf","I think it’s better to help businesses that have been around longer to prevent them from losing their place in the community they've been operating in.","Lottery is just random. That’s leaves too much to chance. Aid may come too late if someone had to wait at random for it.","K"
"5fab62d79184d066021814bc","pl","A points system allows small businesses to have a fighting chance to be chosen as opposed to random luck and hoping their application went through before someone else's. There's more to work towards.","Not every small business is suffering as much as others, but in this system, a business that's doing okay, but not great can receive help over a business in danger of closing simply because they hit send first on an application. With the lottery system, it's equal; everyone has the same chance to get chosen so nobody feels any animosity towards another business.","K"
"5e3f8fcc6aa9281f24577e9d","pl","Some businesses are more negatively affected than others. If they're only mildly damaged, then they should be ranked lower than those that are in danger of going out of business.","First-come first-served may just be a function of who heard about the assistance first. If there's a window for submissions, and nothing else is considered (such as the business's points as mentioned above), then just use a lottery to even the playing field.","K"
"5eb02b75d2a3d708e31803b8","lf","A lottery is completely random. It is not subject to personal bias.","The points system is subject to personal bias. Just because someone is a minority doesn’t mean that they should be prioritized for assistance.","K"
"5dd848729c84d87f79748c2a","lf","Does not discriminate, less likely to be corrupted by political favoritism or bribes.","Highly discriminatory and open to political corruption.","K"
"5fa8b4123a3f0d7a4aab8ef3","fp","I'm starting to second guess my first choice, but I do believe people should be on it quick to try to get help.","Lottery is just random, no rhyme or reason and I think would be the least fair.","K"
"5fe7b74a4cfb7d17634b6f25","pl","I think that the points system is fairer just because it is based on how much damage Covid-19 has done as well as how long they have been there.","A lottery is fairer just because it is random everyone has the same chance of getting help from the government, the first- served could be a business that doesn't really need help that is there first, which would get them help from the government when they don't need it.","K"
"5ef0cfd900a3b104c678e836","fl","I don't think things like this should be left to chance or should have anything to do with race","Lottery is not the best choice, but I still think no one should be discriminated against.  If you give money to minorities first than someone will definitely be discriminated against.","K"
"5ee29af522f48c185064d5fd","lp","Everyone gets a fair chance and there is no opportunity for bias","Some people might not have a chance to enter with how busy they are with their business","K"
"5d5a2bd93296320016eee507","pf","By taking care of the most affected people the other companies will be aware of them really needing the help, putting this aside is the effective way because it allows the most affected companies to have an opportunity.","On a first-come, first-served basis, it is much more effective because the people who arrived first need quick attention than if it were random.","K"
"5f9be666cc0b6e2b72944636","pl","A points system gets the money to business that NEED it the most - not business that happened to apply first (which could be less based on need and more based on resources, such as lawyers or HR) or a lottery (which is random).","A lottery gives equal chances to everyone - I just think a first-come first-served model might give an unfair advantage to those that already have resources (or at least enough resources to know to apply quickly).","K"
"5fbb19f73dc031be050019d4","fl","It is the most fair but the least biricratic and likely to prevent scams.","Also more likely to avoid scammers. No way is truly fair.","K"
"5fdb9bf4e66d7f0008c23f6c","lf","It is random without biased so it is fair. No one is entitled to preferential treatment. Saying that businesses that have been around longer or are minority owned chooses winners. The previous statements said that in the past minorities had less opportunity so older businesses would have taken advantage of that to build there foundation.","As long as people are alerted at the same time they will all have to make the same decision to apply or not to apply. Again more ""fair"" than picking winners and losers. Furthering previous discrimination","K"
"5f2083ac02b8d238f29c9146","lf","This way people will not feel cheated. This will make sure that the process is fair and not rigid by someone.","I dislike first come first serve because not everyone will know about the program. If it is first come first serve that mean the first few will most likely know each other.","K"
"5cab69f77ea4a700019a87dc","fl","Because people need to take responsibility for their businesses and not simply sit around and assume or hope the government will help them out.  Those that make the effort probably really need assistance.","It wasn't that it was more fair.  I just didn't like the qualifiers in the points system that stated ""been in business longer"" or ""minority owned"".","K"
"5e14ee60b63853b11dc2b3f6","lf","It's random and no one has any influence on the outcome.","It basically chooses who gets money, even if they don't deserve it. Not fair with a points system.","K"
"5ba345bcf07414000106135e","pf","Cause the people who need it more take action first","Cause it might not be fair to people who are suffering & need it most.","K"
"5f97354dccf5e90cefd27efb","pl","Im mostly agree with looking at which businesses were more affected. Like a catering business most likely had way more monetary losses than say a candy shop where people still can go and pick up candy.","I believe first come first serve is the least fair because all it takes is a bigger tech savvy company to be quick to anticipate the enrollment and get that in fast. As opposed to say an older person who only has a few employees and may not use as much tech. At which point give everyone a chance to get their application in and go by lottery would be better.","K"
"5a2732ceb51a74000132da85","pl","There may be barriers to applying fast enough for some businesses, and that shouldn't prevent them from getting help. I also think a lottery will favor men and more privileged people more since they make up more of the businesses.","A lottery is random and that takes away whatever barriers may have prevented someone from applying fast enough to get into the first 500 group.","K"
"5da5afa4f907f500123ef9ae","fp","I believe in a more logical point than normal as such therefore I think it is more logical in certain parts.","it is not logical for me personally.","K"
"5e98fb12e0296713a773cc4e","pl","Businesses do not start on an even playing field, so those already at a disadvantage in the pandemic or in society should receive more assistance","Those who know first or are able to apply most quickly should not have an advantage. They may have inside information or lawyers that are able to work quickly","K"
"5e1e18a526689418194b69e6","pl","I think the points system utilizes a methodology that is more inclusive of all factors than what a lottery or first-come, first-serve method could provide.","A lottery provides a more equal opportunity for individuals than first-come, first-serve because so many factors can be contributed to someone coming before someone else. For instance, in first-come, first-served there are so many areas where someone with better connections can find out insider info to get them to the front of the line, etc. A lottery at least allows for a more equitable distribution of opportunity.","K"
"5deebb555c4435044e648c7f","pl","A lottery or first come, first served does not necessarily allocate funds to the businesses that need it most.  The points system is the most fair because it takes a more holistic approach to the survival and challenges of a particular business (I.e. minority-businesses experienced barriers to entry even prior to the pandemic, so they need more help).","I think first-come, first-served is least fair because it gives an unfair advantage to businesses who are “in the loop” with governmental agencies.  Just because they are “well-networked” should not give them unfair advantage to receiving funds.","K"
"5e2610aad15fdb000c054503","pl","Because it will distribute funds according to need and not randomly.","I think that first come first served can foster unfairness, as some businesses may be slower to understand the process and program than others, but may deserve the benefit more .","K"
"5fd6eea6c19e0c66334fc1f4","pl","Because this method is based on the profile and situation of the small business. It provides supports to the ones who need it the most.","Because the small business applied for support earlier doesn't mean they are the ones who need it the most. First-come first-served creates unfairness.","K"
"5fd42ec810245e19ba8e14c7","lf","Since a lottery is random, it will be more unbiased.","I think the points system maybe more unfair to new businesses.","K"
"574ce0a57fd0ec000db73aa6","pl","I think the points system demonstrates a willingness to consider minority-owned businesses, which are more likely to be hurt. A first-come, first-served or lottery selection has no way of taking them into account, and if a majority of white-owned businesses apply first, the minority-owned businesses will likely be skipped over.","A lottery is more fair in the sense that every business has an equal shot at being chosen.","K"
"5fe293a64a329d6907474fdd","lp","because there is no scope of bias and better than first come first served","because it may create injustice to the businessmen","K"
"5fd3e069810e220f5067ce94","fp","The COVID-19 pandemic has been really challenging for small businesses. so they need financial support.","Covid-19 makes it very difficult for small businesses to operate. So the government has to give grants to small businesses through lottery.","K"
"5f9f431d6aa4f3589c783492","pf","Businesses that have been hit the hardest need the support the most.","More than likely, a business that is in trouble will apply for assistance earlier than one that isn’t.","K"
"5b6482e9f5bc0a00019fd571","lf","Some people may not find out until later, or may not be able to apply until later. They should not be penalized for that.","Points system is too subjective. So as long as requirements are met, it's more fair to make it a lottery so subjective input doesn't make the difference.","K"
"59c0782e5364260001dc4740","pl","Because it would go to businesses that have been around longer and probably have a customer base that depends on them and really need the money to bail them out of having to close.","In the lottery it would be more fair.  People will receive the money unbiased and it the first come first serve scenario no one truly knows who comes first.","K"
"5fbd1b3f7610c105872121e6","fl","I think first come first served is generally a common way to distribute programs like this one. If it was a lottery system, we would have to wait a certain period of time for everyone to submit and then draw ""winners"". This seems inefficient.","I don't think a points system is far insofar as it gives preference to minority owned businesses. Mine may not be a popular opinion, but I don't believe in giving preference because of race or minority status. I DO believe in treating EVERYONE fairly, and helping ALL struggling people. I think the country is moving toward a bias against whites, giving statistics about the median and the average white family being wealthier than other groups. However, no one mentions that the ultra rich (many of whom, yes, are white) are skewing these averages upward. There are plenty of poor and struggling white families and they should not be disregarded because they belong to the ""wealthier race"". I am in favor of helping people on the basis of need, and helping all those who need help, not prioritizing one person over another because of heritage and genetics, over which they had no control.","K"
"5996dbbc05a0e30001f1fd4a","pl","Independent restaurant and not chains are the most needed","Give to the the restaurant chains since they can recover better than the mom&pop store
","K"
"5c745295821a97001763fb1b","fp","Because the small businesses that really need help will get their paperwork in and on time.","I'm not sure why, but I just feel that it would be best.","K"
"58cbd23d5d42920001414dd8","fl","Why not? The applied first and, if they are eligible, they should receive first.","Why give a preference to anyone? Random drawing is unbiased.","K"
"5b3e322998a45e0001edd87a","fp","Get in line. The ones that need it will not procrastinate.","People need to do some of the leg work themselves.","K"
"5e4db97c679288216771f059","lp","A point system can be rigged 
First-come first-served is not fair for business which does not need grant but get the money because they are fast to apply
I think lottery is the most fair way","First-come first-served is not fair for business which does not need grant but get the money because they are fast to apply","K"
"5fbb4bbfe63593c3b372e8ce","pf","I think a point based system is more fair to businesses that have actually been severely impacted by Covid-19.","I think lottery is least fair because it is just too random, and businesses that may not really be interested or care for the help may get it even if another business needs it more.","K"
"5e790129bd76c94a7b3aa7b6","pf","if the rubric has been created to limit bias, there is less chance for applicants to be discriminated against","the lottery is based solely on luck.  With the first-come, first-served basis, the small business has inherently demonstrated organization, accountability and preparedness","K"
"5e1a9c20c2642a2fd1ba59bc","pl","Because it takes into account the difficulties and obstacles that certain small business have faced to not only be created but to stay in business","I would guess that a random selection might be slightly more fair than first-come first-served because businesses with better connections have a chance to get information on how & when to apply before others that are more disadvantaged.","K"
"5fe2fbe6197628f32306e8c8","pl","It is more about equity vs equality. Harder hit businesses should be helped out more than those that are surviving just fine. It keeps more businesses open in general.","People owning small businesses that are harder hit economically might be too busy working minimum wage jobs with long hours to survive and might miss out on applying when applications open.","K"
"5de5538f8fde1c4dbc951498","lp","I believe in these times it does not always matter who is more desperate or who has been in business longer. Almost all are on the verge of collapse if help is not generated.","Although, almost all are in danger of bankruptcies. There is a place for delving into the business finances a little deeper for more clarity.","K"
"5ed9c285b8c16356b385a97f","fl","Someone(s) have to be the first to apply. Where I differ is more than 500 need help.","The points might not be set up in the best kind of a way.","K"
"5d1beb9c9e033e0017a725dc","pf","Because it allows for other determined factors to impact what businesses receive help.","A lottery is random and doesn't take any other factors into consideration.","K"
"5c9d05fd85b0830012e016f3","fp","Easiest to administer.  Less chance for fraud / controversy","Some businesses would not receive assistance totally based on chance.","K"
